1.0	6.5
1.0	3.5
1.0	6
1.0	3291
0.986389623122	3215
1.0	61
1.0	5
1.0	6
1.0	14.5
1.0	6.5
1.0	5.5
1.0	13.5
1.0	553
1.0	12
1.0	4.5
1.0	230
1.0	11.5
1.0	7
1.0	3.5
1.0	3
1.0	783.5
1.0	64
1.0	78.5
1.0	1.5
1.0	4.5
1.0	111.5
1.0	10.5
1.0	12.5
1.0	3290.5
1.0	6
1.0	13
0.984706476302	3218
1.0	6.5
1.0	209.5
1.0	233
0.990598278675	8910
1.0	9.5
0.981216261695	11965
0.986136493606	233
1.0	109.5
0.985952950117	9381.5
1.0	7.5
0.987769585564	1110
1.0	4.5
1.0	60.5
1.0	4.5
1.0	3
1.0	6.5
1.0	13
1.0	5
1.0	744.5
1.0	228.5
1.0	11.5
1.0	3
1.0	11
1.0	6.5
0.995341120613	9378
1.0	1106.5
1.0	4
-4.4408920985e-16	1987
0.971543496844	4982
0.986347157462	23166
1.0	999
0.880122373311	26897.5
0.974807255593	97627
3.33066907388e-16	74
1.0	3.5
1.0	23
1.0	783.5
1.0	12.5
1.0	8.5
1.0	43
1.0	32
1.0	37
1.0	18.5
1.0	5
0.985653403084	3213.5
0.921824995681	3366
-6.66133814775e-16	232
0.87698062887	821
0.959817381969	305
1.0	80.5
1.0	81.5
1.0	79.5
1.0	82
1.0	17
1.0	63
1.0	105.5
1.0	42
1.0	33
0.995853298861	265
1.0	130.5
1.0	20
1.0	15.5
1.0	31
1.0	15
0.963984936005	1010
0.992088122279	787
0.988132183418	784.5
1.0	784.5
1.0	78
1.0	2.5
1.0	5.5
1.0	3.5
1.0	5.5
1.0	2
1.0	2
1.0	60
1.0	206
1.0	3.5
1.0	3289.5
1.0	12
1.0	5
1.0	517.5
0.989855424034	3213
1.0	229.5
1.0	25.5
1.0	17
1.0	4.5
0.978996586668	8918
1.0	6.5
1.0	14
1.0	2.5
1.0	14.5
1.0	23
1.0	1.5
1.0	22.5
1.0	3
1.0	59
1.0	517.5
0.990998294015	3289
0.882148869802	13.5
1.0	5.5
1.0	3.5
1.0	3
1.0	205
1.0	4.5
1.0	2
1.0	744.5
1.0	228
1.0	13
1.0	5.5
1.0	12.5
1.0	6
0.981878313604	97618
1.0	6
1.0	5.5
1.0	14
1.0	3
1.0	2.5
1.0	78
1.0	12.5
1.0	3289
1.0	3
1.0	5.5
1.0	204.5
1.0	3213.5
1.0	228
1.0	744
1.0	4.5
0.986998299718	11962
1.0	3.5
1.0	4.5
1.0	10
1.0	10
1.0	14
1.0	1
0.973884641775	553
1.0	228.5
0.0	1
1.0	3
1.0	6
1.0	3
1.0	2
1.0	1.5
1.0	14
1.0	5
1.0	4.5
1.0	517.5
1.0	9
1.0	2.5
1.0	8
1.0	11.5
0.979710848068	3213
1.0	744
1.0	8905
1.0	10
1.0	232.5
1.0	14
1.0	3.5
1.0	6.5
1.0	78.5
1.0	2.5
1.0	518
1.0	230
0.987354637496	97614.5
1.0	6
1.0	553
0.98373082599	8907
1.0	6.5
0.996285228491	11962
1.0	12
1.0	7
1.0	3.5
1.0	5.5
1.0	3.5
1.0	4.5
1.0	3
1.0	19.5
1.0	41.5
1.0	83.5
1.0	17.5
1.0	48.5
1.0	61.5
0.966057788335	205
0.968529139288	721
0.944487103873	3416.5
0.990201727479	216
1.0	207
0.982454030684	431.5
0.9196726438	9108.5
1.0	208
1.0	206
1.0	207.5
1.0	205
1.0	205
0.986428117871	150.5
0.994178958723	237
0.993504610294	1122
1.0	5
1.0	12
0.993634832656	3289.5
1.0	4
0.992826701542	3213.5
1.0	228.5
1.0	551.5
1.0	10
2.22044604925e-16	19
1.0	2
1.0	31.5
1.0	110
1.0	1105.5
1.0	2
0.986296225803	788.5
1.0	10
1.0	21
1.0	7
1.0	9377
1.0	83
0.950659117518	3331.5
1.0	3
1.0	523
1.0	69.5
1.0	62
1.0	62.5
0.991692515229	286
1.0	60.5
0.94313243253	70
1.0	63
1.0	59
1.0	286
1.0	116
1.0	24
-1.39888101103e-14	1382
1.0	60.5
1.0	67.5
0.995559569012	448
0.995196247765	449
0.959678129022	1511
1.0	589.5
1.0	520.5
0.980745827267	446.5
0.985366724143	523
1.0	1053
1.0	599
0.947426332751	1239
0.982248249733	3759
0.992344073445	706.5
1.0	776.5
0.933109993791	242.5
0.995769419373	3224
0.942523829147	3440
0.0	53
0.994264795308	530.5
1.0	518.5
1.0	519.5
1.0	522
0.986935636639	306
1.0	31.5
1.0	49.5
0.947197031482	3375.5
1.0	10
1.0	378.5
1.0	80
1.0	12
1.0	32
1.0	348.5
0.974156170465	1050
0.949532732347	1067.5
0.976705727278	744.5
0.876564070268	9421.5
0.879571089454	12476.5
1.0	519
1.0	733
0.995341120613	9384
0.948019939988	1621.5
1.0	2138.5
1.0	25.5
0.98952520607	214.5
1.0	3289.5
0.977525268206	3397.5
1.0	5.5
1.0	6
1.0	786
1.0	3213
1.0	5
1.0	14.5
1.0	3.5
1.0	4.5
1.0	228.5
1.0	15
0.984094222449	754.5
1.0	555.5
1.0	129
1.0	5
1.0	15
0.994992691917	97614
1.0	8
0.991207750644	747.5
1.0	5
1.0	13
1.0	3
1.0	231.5
1.0	6
0.989676998262	554.5
1.0	2.5
1.0	6
1.0	204.5
1.0	3
1.0	3213
1.0	5
1.0	520
1.0	12.5
1.0	3
1.0	4.5
1.0	112
1.0	8
1.0	17
1.0	5.5
1.0	6.5
1.0	4.5
1.0	517.5
0.985642316925	745
1.0	6
1.0	231.5
1.0	15
1.0	8
0.97299561143	8906
0.970212721942	97625.5
0.994040012168	562.5
1.0	239.5
1.0	21
1.0	13
2.22044604925e-16	2
1.0	5.5
1.0	12
1.0	1116.5
1.0	14
1.0	4.5
1.0	231
0.988214318598	8908
0.990600690072	747
0.992951101357	1534.5
1.0	15
0.985872002741	11963
0.986813691	1066.5
0.967292497746	2744.5
1.0	1051
1.0	121.5
1.0	115.5
1.0	458
1.0	426.5
0.892432045129	9132
0.933109993791	244
1.0	3.5
1.0	39
1.0	787
1.0	7
1.0	10
1.0	16.5
1.0	206
1.0	11.5
1.0	15.5
1.0	60.5
0.983744910316	572.5
1.0	18.5
1.0	4
1.0	40.5
0.0	455
1.0	91
1.0	231.5
0.979634099945	11968.5
0.85527414351	97841
1.0	228.5
1.0	5
1.0	3
1.0	2.5
0.939764416664	1332
1.0	14
1.0	208
1.0	5
1.0	11.5
1.0	783.5
1.0	9
1.0	1.5
1.0	3.5
1.0	6.5
1.0	5.5
1.0	13.5
0.985653403084	3216.5
1.0	517.5
1.0	228
1.0	8905
1.0	15.5
1.0	4.5
2.22044604925e-16	8
1.0	747.5
1.0	231.5
1.0	97.5
1.0	65
1.0	1108.5
0.996705674793	9380
1.0	9
1.0	395.5
1.0	41.5
0.992305415467	524.5
0.971187499235	3220
1.0	10
1.0	744.5
0.963828019542	802
0.9917959465	1105.5
0.987236006982	137.5
1.0	272
1.0	107
0.990624267492	230
1.0	744.5
1.0	745.5
1.0	2.5
1.0	783
1.0	204.5
1.0	14
1.0	1.5
1.0	517.5
1.0	12
1.0	4.5
0.98440900899	8905
0.978968925222	97625
1.0	3.5
1.0	12.5
0.987937133402	752
1.0	12.5
0.995770942378	1116
0.990738578996	170
1.0	2638
1.0	94
0.993806416759	837.5
1.0	212
1.0	319.5
0.984717186261	1097.5
0.991492057318	691
1.0	222
0.922433920885	6859
1.0	93.5
0.99830444654	11962.5
0.985872002741	11963
0.976977678199	11970.5
0.979653358484	11971.5
0.761774798199	15248
0.992658038152	11963.5
0.638958075198	20864
1.0	4.5
1.0	5.5
1.0	3214.5
1.0	229.5
1.0	745.5
0.988912389245	97615.5
1.0	6
1.0	6.5
1.0	4
1.0	3.5
1.0	783.5
1.0	5.5
1.0	14.5
0.982429079006	3214
1.0	3
1.0	60.5
1.0	2.5
1.0	4
1.0	206.5
1.0	5
1.0	229
1.0	13
1.0	518
1.0	3289.5
0.982884505775	753
1.0	21
0.985707718182	11969
1.0	11.5
0.945926192956	18.5
1.0	42.5
1.0	14
1.0	14.5
1.0	84
1.0	22.5
1.0	21.5
1.0	75
1.0	37
0.990665567674	312
0.977375046177	864.5
1.0	78.5
1.0	72.5
0.922206082574	3282.5
1.0	7
1.0	23.5
1.0	27
0.86057504099	97770.5
1.0	403
1.0	321.5
0.963095502049	429
0.956050063253	3426.5
0.871836178275	9097.5
0.959884593373	825.5
0.0	1101
1.0	555
1.0	8.5
1.0	551
1.0	6.5
0.979353996525	551.5
0.977797348211	809.5
1.0	6.5
1.0	24.5
0.98952520607	214.5
1.0	61.5
1.0	15
1.0	3
1.0	81.5
1.0	54.5
1.0	10
1.0	239.5
1.0	13
0.996245427196	547.5
1.0	231
0.945779246438	3516
0.981228723606	230.5
0.981825029938	302.5
1.0	238.5
0.909195892816	9132
0.909954261924	97640.5
1.0	231.5
1.0	14.5
1.0	12
0.985459831827	232.5
0.974515323534	474
-2.22044604925e-16	455
0.921130952875	12187
1.0	80
1.0	228.5
1.0	5
1.0	6.5
1.0	232
1.0	12.5
1.0	228.5
1.0	2.5
1.0	228
1.0	16
0.976451431954	336.5
1.0	4.5
1.0	7.5
0.99442410004	260.5
1.0	8
1.0	8.5
1.0	5.5
1.0	6
1.0	67.5
0.985653403084	3221.5
1.0	526
1.0	11.5
1.0	4
1.0	12
1.0	10
1.0	3
1.0	9.5
1.0	127
0.985724590768	9385
1.0	11
1.0	118
0.99249751439	463.5
1.0	13.5
1.0	2.5
0.98087809046	1113.5
1.0	14.5
1.0	5.5
1.0	78.5
1.0	3.5
1.0	3289.5
1.0	5
1.0	12.5
0.979353996525	551.5
1.0	228.5
1.0	3
1.0	10.5
0.989985383834	97614
1.0	11960.5
1.0	1
1.0	517.5
1.0	4
1.0	10
1.0	3
1.0	2
1.0	78
1.0	783
1.0	11.5
1.0	228
1.0	63
1.0	4.5
0.990998294015	3289
1.0	5.5
0.994803002997	8905
1.0	12.5
1.0	8
1.0	14
1.0	2.5
1.0	517.5
1.0	4.5
0.98378585954	97618
0.990309104782	11964
1.0	81
1.0	4
1.0	4.5
1.0	7.5
1.0	38
1.0	113.5
1.0	46.5
1.0	34.5
1.0	3
0.994178958723	237
1.0	35.5
1.0	236
1.0	13
0.994243263375	815.5
1.0	522
0.995974314701	3291
1.0	6
1.0	15.5
1.0	6
0.994927712017	3214.5
1.0	8.5
1.0	6
0.990952850052	776.5
0.974713913129	44.5
0.980462917794	8937.5
1.0	5.5
1.0	1
1.0	35
1.0	2.5
1.0	783.5
1.0	5.5
0.988252861044	11960.5
0.979353996525	551.5
1.0	1.5
1.0	110
1.0	1105.5
1.0	7
0.996423351369	97614
1.0	228.5
1.0	6
1.0	13.5
1.0	50
