1.0	4537.5
1.0	13.5
0.994098523059	8240
1.0	4
1.0	9232
0.993941274271	71148.5
1.0	215
1.0	86.5
0.994990127084	57829.5
2.22044604925e-16	8
0.991045906092	80166
0.995493524047	30099
1.0	371
1.0	6.5
1.0	7
0.972688428291	2022.5
1.0	42.5
1.0	65
1.0	9.5
0.94435932568	4543.5
0.957424352175	5568
0.955485716525	4289.5
1.0	17.5
0.991499744989	125.5
0.952208189338	10303.5
0.930457930462	99335.5
0.960157591058	4168.5
0.941164805881	2671.5
0.93226189444	122438
0.928787690088	78701.5
0.912262305216	57831.5
0.936810585264	73857
0.936578321518	85477.5
0.929121920586	96811.5
0.933687281152	71187.5
0.99593595818	31686
0.969457244564	2408
0.991012483977	337.5
1.0	1.5
1.0	4
1.0	27
1.0	33.5
0.988356339179	5564
1.0	155.5
1.0	14.5
0.992264314936	5365.5
0.981725059532	4130.5
0.995086632763	10264
1.0	5
0.99547024139	4288
0.985839306116	85438
0.991502507453	30100
0.990408049669	93562.5
1.0	177.5
1.0	299.5
1.0	4
0.989712241084	104476
0.108368642573	193545
0.122150164849	6657.5
0.992357402546	49186
0.996967009884	31425.5
0.936301277023	46222
0.99410502853	8675.5
0.576137955865	88350.5
9.99200722163e-16	1300
1.0	2665
0.945692330971	19773.5
1.0	15055.5
0.922109044648	123448
0.683184579019	24682.5
0.976672716396	2095.5
1.0	1214.5
1.0	374
0.964352591485	1385
0.978126068037	1307.5
0.997239506397	367.5
1.0	41
0.407905634315	88404.5
1.0	2.5
1.0	1.5
1.0	4.5
1.0	4537.5
1.0	1983
1.0	25.5
1.0	5365.5
1.0	4288
0.993086108405	78662
0.990862529766	4130.5
1.0	370.5
0.989378134316	30100
1.0	5.5
0.991871916359	31687.5
1.0	5452
0.366286732183	18444.5
-4.21884749358e-15	50553
0.999194459449	21488
0.74088328366	36660
0.988083175542	72630.5
0.464486338638	85415.5
0.389127573319	158014
0.986704182751	15975
0.978518481521	13484.5
-2.22044604925e-16	625
0.994325745868	19880.5
0.986855323068	13715.5
0.981918376133	3074.5
1.0	327.5
1.0	2295
1.0	97074
1.0	4839.5
0.985941961072	136.5
0.986796306675	553
1.0	21.5
0.985015681985	4556.5
0.971265614191	8290
0.981710565701	2007.5
0.963035297444	5655.5
0.865726360778	5481.5
1.0	1985.5
0.75875861094	100354
0.627152352414	98754
0.797698624912	6268.5
1.0	10500.5
-2.22044604925e-16	3
1.0	12.5
0.787758704699	7432.5
1.0	44.5
1.0	3.5
0.991277595467	4537.5
1.0	33
1.0	154.5
0.977591764302	5563.5
0.983590133902	5364.5
0.994326532206	10265
0.961358793684	71172.5
0.993711161682	4138
0.986607009396	239
0.97911827326	129
0.989949621847	122
3.33066907388e-15	1898
1.0	1664
0.740295076503	10336.5
